Ticker,Start Date,End Date,Days Missing
FRDU,2025-11-14,2025-11-14,1
FRDU,2025-11-19,2025-11-19,1
FRDU,2025-11-24,2025-11-24,1
FRDU,2025-12-01,2025-12-04,4
FRDU,2025-12-12,2025-12-12,1
FRDU,2025-12-16,2025-12-18,3
FRDU,2025-12-24,2026-01-02,10
FRMEP,2025-10-27,2025-10-29,3
FRMEP,2025-11-04,2025-11-07,4
FRMEP,2025-11-11,2025-11-12,2
FRMEP,2025-11-18,2025-11-20,3
FRMEP,2025-11-28,2025-12-12,15
FRMEP,2025-12-16,2025-12-16,1
FRMEP,2025-12-24,2025-12-24,1
FRMEP,2025-12-29,2025-12-31,3
FRMEP,2026-01-06,2026-01-08,3
FSEA,2025-10-31,2025-11-03,4
FSEA,2025-11-07,2025-11-13,7
FSEA,2025-12-02,2025-12-03,2
FSEA,2025-12-10,2025-12-10,1
FSEA,2025-12-30,2026-01-02,4
FSEA,2026-01-08,2026-01-08,1
FSGS,2025-10-27,2025-10-27,1
FSGS,2025-10-31,2025-10-31,1
FSGS,2025-11-24,2025-11-24,1
FSGS,2025-11-28,2025-11-28,1
FSGS,2025-12-02,2025-12-02,1
FSGS,2025-12-11,2025-12-12,2
FSGS,2025-12-24,2025-12-26,3
FSHP,2025-10-22,2025-10-24,3
FSHP,2025-10-31,2025-10-31,1
FSHP,2025-11-04,2025-11-07,4
FSHP,2025-11-12,2025-11-18,7
FSHP,2025-11-24,2025-12-12,19
FSHP,2025-12-16,2025-12-24,9
FSHP,2026-01-02,2026-01-06,5
FSHPR,2025-10-23,2025-11-14,23
FSHPR,2025-11-24,2025-11-25,2
FSHPR,2025-12-01,2025-12-12,12
FSHPR,2025-12-16,2025-12-24,9
FSHPR,2025-12-29,2025-12-31,3
FSHPR,2026-01-07,2026-01-07,1
FSHPU,2025-11-24,2025-12-30,37
FSZ,2025-10-24,2025-10-24,1
FSZ,2025-11-06,2025-11-07,2
FSZ,2025-11-11,2025-11-14,4
FSZ,2025-11-25,2025-11-28,4
FSZ,2025-12-10,2025-12-10,1
FSZ,2025-12-15,2025-12-16,2
FSZ,2025-12-24,2025-12-24,1
FSZ,2025-12-30,2025-12-30,1
FSZ,2026-01-07,2026-01-07,1
FTAG,2025-10-22,2025-10-22,1
FTAG,2025-10-27,2025-10-29,3
FTAG,2025-11-04,2025-11-06,3
FTAG,2025-11-10,2025-11-10,1
FTAG,2025-11-14,2025-11-14,1
FTAG,2025-12-15,2025-12-17,3
FTAG,2025-12-26,2025-12-26,1
FTAG,2026-01-06,2026-01-06,1
FTAIN,2025-10-22,2025-10-22,1
FTAIN,2025-12-24,2025-12-24,1
FTDS,2025-10-24,2025-10-29,6
FTDS,2025-11-24,2025-11-24,1
FTDS,2025-12-19,2025-12-19,1
FTDS,2026-01-06,2026-01-06,1
FTXH,2025-11-28,2025-11-28,1
FTXR,2025-10-21,2025-10-21,1
FTXR,2025-11-10,2025-11-11,2
FTXR,2025-12-01,2025-12-01,1
FUFUW,2025-10-30,2026-01-08,71
FULTP,2025-11-28,2025-11-28,1
FUSB,2025-10-20,2025-10-23,4
FUSB,2025-10-31,2025-10-31,1
FUSB,2025-12-02,2025-12-02,1
FUSB,2025-12-15,2025-12-15,1
FVN,2025-10-29,2025-10-31,3
FVN,2025-11-07,2025-11-07,1
FVN,2025-11-11,2025-11-14,4
FVN,2025-11-19,2025-11-20,2
FVN,2025-11-24,2025-11-26,3
FVN,2025-12-01,2025-12-08,8
FVN,2025-12-12,2025-12-12,1
FVN,2025-12-16,2025-12-31,16
FVNNR,2025-10-20,2025-11-03,15
FVNNR,2025-11-10,2025-11-17,8
FVNNR,2025-11-24,2025-12-03,10
FVNNR,2025-12-10,2025-12-26,17
FVNNR,2025-12-30,2025-12-30,1
FVNNR,2026-01-05,2026-01-07,3
FVNNU,2025-11-26,2025-12-30,35
GAINN,2025-11-07,2025-11-07,1
GAINN,2025-11-17,2025-11-17,1
GAINN,2025-12-19,2025-12-19,1
GAINN,2025-12-24,2025-12-24,1
GAINN,2025-12-29,2025-12-29,1
GAINZ,2025-11-10,2025-11-14,5
GAINZ,2025-11-19,2025-11-19,1
GAINZ,2025-11-24,2025-11-28,5
GAINZ,2025-12-08,2025-12-08,1
GAINZ,2025-12-24,2025-12-24,1
GARY,2025-12-26,2025-12-31,6
GBLI,2025-10-27,2025-10-27,1
GBLI,2025-11-05,2025-11-05,1
GBLI,2025-11-11,2025-11-11,1
GBLI,2025-11-20,2025-11-20,1
GBLI,2025-12-01,2025-12-01,1
GBLI,2025-12-10,2025-12-10,1
GBLI,2025-12-18,2025-12-18,1
GBLI,2025-12-24,2025-12-24,1
GDEV,2025-12-31,2025-12-31,1
GDEV,2026-01-08,2026-01-08,1
GDEVW,2025-10-27,2026-01-08,74
GDFN,2025-10-21,2025-10-24,4
GDFN,2025-10-28,2025-10-30,3
GDFN,2025-11-04,2025-11-06,3
GDFN,2025-11-10,2025-11-12,3
GDFN,2025-11-21,2025-11-28,8
GDFN,2025-12-03,2025-12-05,3
GDFN,2025-12-23,2025-12-30,8
GDFN,2026-01-06,2026-01-06,1
GDHG,2025-11-13,2025-11-13,1
GDHG,2025-12-04,2025-12-04,1
GECCG,2025-11-06,2025-11-06,1
GECCG,2025-11-12,2025-11-12,1
GECCH,2025-10-23,2025-10-23,1
GECCH,2025-10-28,2025-10-28,1
GECCH,2025-11-05,2025-11-05,1
GECCH,2025-11-14,2025-11-14,1
GECCH,2025-11-28,2025-12-05,8
GECCH,2025-12-11,2025-12-11,1
GECCH,2025-12-22,2025-12-24,3
GECCH,2026-01-02,2026-01-02,1
GECCH,2026-01-08,2026-01-08,1
GECCI,2025-10-17,2025-10-17,1
GECCI,2025-10-22,2025-10-24,3
GECCI,2025-10-30,2025-10-30,1
GECCI,2025-11-07,2025-11-10,4
GECCI,2025-11-24,2025-11-28,5
GECCI,2025-12-17,2025-12-17,1
GECCI,2025-12-22,2025-12-24,3
GECCO,2025-10-23,2025-10-24,2
GECCO,2025-10-28,2025-10-30,3
GECCO,2025-11-06,2025-11-06,1
GECCO,2025-11-11,2025-11-12,2
GECCO,2025-12-03,2025-12-03,1
GECCO,2025-12-17,2025-12-19,3
GECCO,2025-12-24,2025-12-24,1
GECCO,2025-12-29,2026-01-05,8
GEGGL,2025-10-30,2025-10-30,1
GEGGL,2025-11-07,2025-11-10,4
GEGGL,2025-11-14,2025-11-14,1
GEGGL,2025-11-28,2025-11-28,1
GEGGL,2025-12-04,2025-12-04,1
GEGGL,2025-12-08,2025-12-08,1
GEGGL,2025-12-18,2025-12-18,1
GEGGL,2025-12-23,2025-12-23,1
GEGGL,2026-01-06,2026-01-07,2
GENVR,2025-10-21,2025-10-21,1
GENVR,2025-11-05,2025-11-05,1
GENVR,2025-11-17,2025-11-20,4
GENVR,2025-12-02,2025-12-05,4
GENVR,2025-12-19,2025-12-19,1
GENVR,2025-12-26,2025-12-26,1
GENVR,2025-12-30,2025-12-30,1
GENVR,2026-01-06,2026-01-06,1
GEW,2025-10-21,2025-10-24,4
GEW,2025-10-28,2025-10-28,1
GEW,2025-11-03,2025-11-06,4
GEW,2025-11-10,2025-11-13,4
GEW,2025-11-18,2025-12-04,17
GEW,2025-12-08,2025-12-08,1
GEW,2025-12-12,2025-12-16,5
GEW,2025-12-23,2025-12-29,7
GFAIW,2025-10-16,2025-10-16,1
GFAIW,2025-10-22,2025-10-22,1
GFAIW,2025-10-30,2026-01-08,71
GFGF,2025-10-20,2025-10-23,4
GFGF,2025-10-28,2025-10-30,3
GFGF,2025-11-03,2025-11-03,1
GFGF,2025-11-13,2025-11-13,1
GFGF,2025-11-17,2025-11-28,12
GFGF,2025-12-02,2025-12-05,4
GFGF,2025-12-12,2025-12-22,11
GFGF,2025-12-26,2025-12-31,6
GFGF,2026-01-05,2026-01-08,4
GGROW,2025-10-22,2025-10-22,1
GGROW,2025-10-30,2026-01-08,71
GIBOW,2025-10-20,2025-10-22,3
GIBOW,2025-10-29,2025-10-31,3
GIBOW,2025-11-05,2025-11-05,1
GIBOW,2025-11-11,2025-11-14,4
GIBOW,2025-11-18,2025-11-19,2
GIBOW,2025-11-25,2025-12-01,7
GIBOW,2025-12-08,2025-12-08,1
GIBOW,2025-12-18,2025-12-18,1
GIBOW,2025-12-26,2026-01-02,8
GIBOW,2026-01-06,2026-01-06,1
GIGGU,2025-10-16,2025-10-29,14
GIGGU,2025-11-03,2025-11-06,4
GIGGU,2025-11-11,2025-11-26,16
GIGGU,2025-12-01,2025-12-18,18
GIGGU,2025-12-22,2025-12-26,5
GIGGU,2025-12-30,2026-01-02,4
GIGGW,2025-10-30,2026-01-08,71
GIGM,2025-10-23,2025-10-24,2
GIGM,2025-10-29,2025-10-29,1
GIND,2025-10-30,2025-10-30,1
GIND,2025-11-03,2025-11-03,1
GIND,2025-11-07,2025-11-07,1
GIND,2025-11-12,2025-11-12,1
GIND,2025-11-17,2025-11-18,2
GIND,2025-11-28,2025-11-28,1
GIND,2025-12-02,2025-12-02,1
GIND,2025-12-11,2025-12-11,1
GIPRW,2025-10-20,2025-10-20,1
GIPRW,2025-10-24,2026-01-08,77
GIWWR,2025-11-13,2025-11-13,1
GIWWR,2025-11-19,2025-11-19,1
GIWWR,2025-11-25,2025-11-28,4
GIWWR,2025-12-03,2025-12-11,9
GIWWR,2025-12-17,2025-12-19,3
GIWWR,2025-12-24,2025-12-24,1
GIWWR,2025-12-30,2025-12-30,1
GIWWR,2026-01-07,2026-01-07,1
GIWWU,2025-11-03,2025-11-03,1
GIWWU,2025-11-07,2025-11-10,4
GIWWU,2025-11-21,2025-11-21,1
GIWWU,2025-11-28,2025-12-01,4
GIWWU,2025-12-05,2025-12-05,1
GIWWU,2025-12-19,2025-12-22,4
GIWWU,2025-12-26,2025-12-26,1
GIWWU,2025-12-30,2026-01-02,4
GKAT,2025-10-22,2025-10-27,6
GKAT,2025-11-05,2025-11-19,15
GKAT,2025-11-24,2025-11-28,5
GKAT,2025-12-05,2025-12-05,1
GKAT,2026-01-08,2026-01-08,1
GLCR,2025-10-21,2025-10-29,9
GLCR,2025-11-05,2025-11-07,3
GLCR,2025-11-13,2025-11-13,1
GLCR,2025-11-17,2025-11-19,3
GLCR,2025-11-24,2025-12-01,8
GLCR,2025-12-05,2025-12-05,1
GLCR,2025-12-10,2025-12-11,2
GLCR,2025-12-17,2025-12-19,3
GLCR,2025-12-23,2025-12-24,2
GLCR,2025-12-29,2025-12-30,2
GLCR,2026-01-06,2026-01-06,1
GLOW,2025-10-20,2025-10-20,1
GOODN,2025-12-24,2025-12-24,1
GPACU,2025-12-15,2025-12-15,1
GPACU,2025-12-19,2025-12-19,1
GPACU,2025-12-23,2025-12-23,1
GPACU,2025-12-29,2025-12-30,2
GPACU,2026-01-08,2026-01-08,1
GPAT,2025-10-23,2025-10-23,1
GPAT,2025-10-29,2025-10-31,3
GPAT,2025-11-06,2025-11-06,1
GPAT,2025-11-14,2025-11-28,15
GPAT,2025-12-02,2025-12-04,3
GPAT,2025-12-08,2025-12-18,11
GPAT,2025-12-22,2025-12-24,3
GPAT,2026-01-07,2026-01-08,2
GPATW,2025-10-24,2025-10-24,1
GPATW,2025-10-29,2026-01-08,72
GPRF,2025-10-15,2025-10-17,3
GPRF,2025-10-31,2025-11-03,4
GPRF,2025-11-12,2025-11-12,1
GPRF,2025-12-01,2025-12-04,4
GPRF,2025-12-11,2025-12-11,1
GPRF,2025-12-17,2025-12-17,1
GPRF,2025-12-23,2025-12-23,1
GPRF,2025-12-29,2025-12-29,1
GPT,2025-10-22,2025-10-22,1
GPT,2025-11-05,2025-11-05,1
GQQQ,2025-11-07,2025-11-07,1
GRABW,2025-10-30,2026-01-08,71
GRAG,2025-12-15,2025-12-15,1
GRAG,2025-12-26,2025-12-26,1
GREEL,2025-12-22,2025-12-22,1
GREEL,2025-12-30,2025-12-30,1
GRRRW,2025-10-30,2026-01-08,71
GSHR,2025-10-31,2025-10-31,1
GSHR,2025-11-04,2025-11-04,1
GSHR,2025-11-10,2025-11-13,4
GSHR,2025-11-18,2025-11-21,4
GSHR,2025-12-02,2025-12-02,1
GSHR,2025-12-26,2025-12-26,1
GSHRU,2025-12-10,2025-12-18,9
GSHRW,2025-10-16,2025-10-16,1
GSHRW,2025-10-20,2025-10-24,5
GSHRW,2025-10-30,2025-10-30,1
GSHRW,2025-11-06,2025-11-07,2
GSHRW,2025-11-12,2025-11-12,1
GSHRW,2025-11-17,2025-11-20,4
GSHRW,2025-11-26,2025-11-28,3
GSHRW,2025-12-02,2025-12-12,11
GSHRW,2025-12-16,2025-12-24,9
GSHRW,2025-12-29,2026-01-02,5
GSRFU,2025-11-06,2025-11-12,7
GSRFU,2025-11-20,2025-11-21,2
GSRFU,2025-11-25,2025-11-26,2
GSRFU,2025-12-10,2025-12-16,7
GTEN,2025-10-23,2025-10-24,2
GTEN,2025-10-31,2025-10-31,1
GTEN,2025-11-10,2025-11-11,2
GTEN,2025-12-02,2025-12-03,2
GTEN,2025-12-10,2025-12-10,1
GTEN,2025-12-19,2025-12-22,4
GTEN,2025-12-26,2025-12-26,1
GTEN,2025-12-31,2025-12-31,1
GTEN,2026-01-05,2026-01-07,3
GTENU,2025-10-17,2025-10-24,8
GTENU,2025-10-28,2025-11-13,17
GTENU,2025-11-17,2026-01-08,53
GTENW,2025-10-24,2025-10-24,1
GTENW,2025-10-28,2026-01-08,73
GTERA,2025-10-21,2025-10-21,1
GTERA,2025-11-05,2025-11-06,2
GTERA,2025-11-10,2025-11-10,1
GTERA,2025-11-14,2025-11-14,1
GTERA,2025-11-19,2025-11-19,1
GTERA,2025-12-17,2025-12-17,1
GTERA,2025-12-22,2025-12-26,5
GTERA,2026-01-06,2026-01-06,1
GTERR,2025-11-06,2025-11-06,1
GTERR,2025-11-10,2025-11-11,2
GTERR,2025-11-17,2025-11-20,4
GTERR,2025-11-28,2025-11-28,1
GTERR,2025-12-02,2025-12-11,10
GTERR,2025-12-16,2025-12-17,2
GTERR,2025-12-22,2025-12-22,1
GTERR,2025-12-26,2025-12-29,4
GTERU,2025-10-24,2025-10-24,1
GTERU,2025-10-29,2025-10-30,2
GTERU,2025-11-03,2025-11-03,1
GTERU,2025-11-21,2025-11-24,4
GTERU,2025-12-01,2025-12-11,11
GTERU,2025-12-16,2026-01-05,21
GTERW,2025-10-17,2025-10-17,1
GTERW,2025-11-03,2025-11-03,1
GTERW,2025-11-14,2025-11-14,1
GTERW,2025-11-28,2025-11-28,1
GTERW,2025-12-04,2025-12-04,1
GTERW,2025-12-11,2025-12-11,1
GTERW,2025-12-16,2025-12-16,1
GURE,2025-11-11,2025-11-14,4
GURE,2025-12-05,2025-12-05,1
GVLE,2025-11-26,2025-12-12,17
GVLE,2025-12-24,2025-12-24,1
GVLE,2025-12-31,2026-01-02,3
GVLE,2026-01-07,2026-01-07,1
GXDW,2025-10-23,2025-10-23,1
GXDW,2025-11-17,2025-11-17,1
GXDW,2025-11-28,2025-11-28,1
GXDW,2025-12-10,2025-12-10,1
GXDW,2025-12-18,2025-12-18,1
GXDW,2025-12-26,2025-12-26,1
GYRO,2025-10-22,2025-11-06,16
GYRO,2025-11-10,2025-11-13,4
GYRO,2025-11-17,2025-12-04,18
GYRO,2025-12-10,2025-12-10,1
GYRO,2025-12-16,2025-12-19,4
GYRO,2025-12-23,2025-12-26,4
GYRO,2025-12-30,2026-01-07,9
HAVA,2025-12-18,2025-12-19,2
HAVA,2025-12-23,2026-01-08,17
HAVAR,2025-12-16,2025-12-22,7
HAVAR,2025-12-26,2025-12-26,1
HAVAR,2025-12-31,2026-01-02,3
HAVAR,2026-01-06,2026-01-06,1
HCACU,2025-12-11,2025-12-12,2
HCACU,2025-12-17,2025-12-31,15
HCACU,2026-01-07,2026-01-07,1
HCMA,2025-12-24,2025-12-24,1
HCMAU,2025-10-16,2025-10-16,1
HCMAU,2025-10-23,2025-10-23,1
HCMAU,2025-10-29,2025-10-29,1
HCMAU,2025-11-05,2025-11-07,3
HCMAU,2025-11-11,2025-11-11,1
HCMAU,2025-11-19,2025-11-19,1
HCMAU,2025-11-24,2025-11-24,1
HCMAU,2025-12-03,2025-12-10,8
HCMAU,2025-12-15,2025-12-30,16
HCMAW,2025-11-05,2025-11-05,1
HCMAW,2025-11-10,2025-11-13,4
HCMAW,2025-11-17,2025-11-20,4
HCMAW,2025-11-24,2025-11-25,2
HCMAW,2025-12-19,2025-12-26,8
HCMAW,2025-12-30,2025-12-30,1
HCMAW,2026-01-07,2026-01-08,2
HDL,2025-10-17,2025-10-21,5
HDL,2025-10-28,2025-11-04,8
HDL,2025-11-11,2025-11-17,7
HDL,2025-11-21,2025-11-21,1
HDL,2025-12-03,2025-12-05,3
HDL,2025-12-12,2025-12-12,1
HDL,2025-12-17,2025-12-19,3
HDL,2025-12-24,2025-12-26,3
HECO,2025-10-27,2025-10-30,4
HECO,2025-11-05,2025-11-07,3
HECO,2025-11-11,2025-11-21,11
HECO,2025-11-26,2025-12-18,23
HECO,2025-12-22,2025-12-24,3
HECO,2025-12-31,2025-12-31,1
HEJD,2025-10-29,2025-12-22,55
HEQQ,2025-10-20,2025-10-20,1
HEQQ,2025-10-30,2025-10-30,1
HEQQ,2025-11-24,2025-11-24,1
HEQQ,2025-11-28,2025-11-28,1
HEQQ,2025-12-02,2025-12-05,4
HEQQ,2025-12-10,2025-12-10,1
HEQQ,2025-12-15,2025-12-18,4
HEQQ,2025-12-23,2025-12-24,2
HEQQ,2025-12-31,2026-01-06,7
HFBL,2025-10-17,2025-10-17,1
HFBL,2025-10-23,2025-10-23,1
HFBL,2025-10-30,2025-10-30,1
HFBL,2025-11-03,2025-11-06,4
HFBL,2025-11-12,2025-11-14,3
HFBL,2025-11-18,2025-11-20,3
HFBL,2025-11-24,2025-11-26,3
HFBL,2025-12-01,2025-12-05,5
HFBL,2025-12-12,2025-12-12,1
HFBL,2025-12-30,2025-12-30,1
HFSP,2025-11-14,2025-12-29,46
HIHO,2025-10-16,2025-10-16,1
HNNAZ,2025-10-20,2025-10-30,11
HNNAZ,2025-11-03,2025-11-14,12
HNNAZ,2025-11-18,2025-11-20,3
HNNAZ,2025-11-24,2025-11-24,1
HNNAZ,2025-11-28,2025-12-01,4
HNNAZ,2025-12-15,2025-12-30,16
HOVNP,2025-10-28,2025-10-28,1
HOVNP,2025-11-28,2025-11-28,1
HOVNP,2025-12-26,2025-12-26,1
HOVRW,2025-10-30,2026-01-08,71
HPAIW,2025-10-17,2025-10-17,1
HPAIW,2025-10-22,2025-10-23,2
HPAIW,2025-10-30,2026-01-08,71
HQGO,2025-10-16,2025-10-16,1
HQGO,2025-10-20,2025-11-06,18
HQGO,2025-11-10,2025-11-10,1
HQGO,2025-11-14,2025-11-28,15
HQGO,2025-12-02,2025-12-05,4
HQGO,2025-12-10,2025-12-18,9
HQGO,2025-12-22,2025-12-26,5
HQGO,2026-01-02,2026-01-02,1
HSCSW,2025-10-16,2025-10-16,1
HSCSW,2025-10-27,2026-01-08,74
HSPT,2025-10-17,2025-10-17,1
HSPT,2025-10-22,2025-10-22,1
HSPT,2025-10-30,2025-10-31,2
HSPT,2025-11-06,2025-11-18,13
HSPT,2025-11-25,2025-11-26,2
HSPT,2025-12-03,2025-12-03,1
HSPT,2025-12-22,2025-12-22,1
HSPT,2025-12-30,2026-01-07,9
HSPTR,2025-10-17,2025-10-24,8
HSPTR,2025-10-28,2025-11-20,24
HSPTR,2025-11-24,2025-11-28,5
HSPTR,2025-12-04,2025-12-19,16
HSPTR,2025-12-23,2025-12-26,4
HSPTR,2025-12-30,2026-01-08,10
HSPTU,2025-10-22,2025-11-21,31
HSPTU,2025-11-25,2025-11-26,2
HSPTU,2025-12-01,2025-12-12,12
HSPTU,2025-12-17,2025-12-26,10
HTLM,2025-12-29,2026-01-06,9
HTZWW,2025-10-30,2026-01-08,71
HUBCW,2025-10-30,2026-01-08,71
HUBCZ,2025-10-16,2025-10-16,1
HUBCZ,2025-10-30,2026-01-08,71
HUHU,2025-12-31,2025-12-31,1
HUIZ,2025-11-28,2025-11-28,1
HUMAW,2025-10-30,2026-01-08,71
HVII,2025-10-17,2025-10-17,1
HVII,2025-10-21,2025-10-22,2
HVIIR,2025-10-17,2025-10-17,1
HVIIR,2025-11-24,2025-11-25,2
HVIIR,2025-12-18,2025-12-22,5
HVIIU,2025-10-16,2025-10-22,7
HVIIU,2025-10-29,2025-10-30,2
HVIIU,2025-11-03,2025-11-03,1
HVIIU,2025-11-10,2025-11-13,4
HVIIU,2025-11-17,2025-12-11,25
HVIIU,2025-12-15,2025-12-17,3
HVIIU,2025-12-23,2026-01-05,14
HVMC,2025-10-17,2025-10-27,11
HVMC,2025-11-04,2025-11-06,3
HVMC,2025-11-10,2025-11-14,5
HVMC,2025-11-18,2025-11-21,4
HVMC,2025-11-25,2025-11-26,2
HVMC,2025-12-16,2025-12-19,4
HVMC,2025-12-23,2025-12-29,7
HVMC,2026-01-02,2026-01-07,6
HVMCU,2025-10-22,2025-10-24,3
HVMCU,2025-10-28,2025-10-30,3
HVMCU,2025-11-03,2025-11-13,11
HVMCU,2025-11-17,2025-11-28,12
HVMCU,2025-12-02,2025-12-18,17
HVMCU,2025-12-22,2025-12-22,1
HVMCU,2025-12-26,2025-12-26,1
HVMCW,2025-10-23,2025-10-23,1
HVMCW,2025-10-31,2025-10-31,1
HVMCW,2025-11-05,2025-11-05,1
HVMCW,2025-11-13,2025-11-13,1
HVMCW,2025-11-17,2025-11-28,12
HVMCW,2025-12-03,2025-12-04,2
HVMCW,2025-12-15,2025-12-30,16
HWAY,2025-10-23,2025-10-24,2
HWAY,2025-10-28,2025-10-31,4
HWAY,2025-11-04,2025-11-05,2
HWAY,2025-11-10,2025-11-13,4
HWAY,2025-11-17,2025-11-24,8
HWAY,2025-12-05,2025-12-05,1
HWAY,2026-01-08,2026-01-08,1
HWBK,2025-10-28,2025-10-28,1
HWSM,2025-11-13,2025-11-13,1
HWSM,2025-11-17,2025-11-17,1
HWSM,2025-11-24,2025-12-11,18
IBAC,2025-10-17,2025-10-23,7
IBAC,2025-10-27,2025-10-28,2
IBAC,2025-11-03,2025-11-06,4
IBAC,2025-11-13,2025-11-21,9
IBAC,2025-12-01,2025-12-08,8
IBAC,2025-12-12,2025-12-29,18
IBACR,2025-10-24,2025-11-06,14
IBACR,2025-11-10,2025-11-14,5
IBACR,2025-11-18,2025-11-20,3
IBACR,2025-11-25,2025-12-04,10
IBACR,2025-12-12,2025-12-12,1
IBACR,2025-12-17,2025-12-26,10
IBACR,2025-12-30,2026-01-02,4
IBACR,2026-01-07,2026-01-07,1
IBGB,2025-10-20,2025-10-20,1
IBGB,2025-11-11,2025-11-11,1
IBGB,2025-11-19,2025-11-19,1
IBGB,2025-11-26,2025-12-01,6
IBGB,2025-12-05,2025-12-05,1
IBGB,2025-12-15,2025-12-15,1
IBGB,2026-01-02,2026-01-02,1
IBGB,2026-01-06,2026-01-06,1
IBGK,2025-10-31,2025-10-31,1
IBGK,2025-11-11,2025-11-11,1
IBGK,2025-11-17,2025-11-18,2
IBGK,2025-11-25,2025-11-25,1
IBGK,2025-12-01,2025-12-04,4
IBGK,2025-12-10,2025-12-19,10
IBGK,2025-12-31,2025-12-31,1
IBGK,2026-01-05,2026-01-08,4
IBGL,2025-10-22,2025-10-22,1
IBGL,2025-10-30,2025-10-30,1
IBGL,2025-11-05,2025-11-05,1
IBGL,2025-11-11,2025-11-11,1
IBGL,2025-11-17,2025-11-19,3
IBGL,2025-11-25,2025-12-04,10
IBGL,2025-12-08,2025-12-08,1
IBGL,2025-12-19,2025-12-19,1
IBGL,2025-12-23,2025-12-26,4
IBGL,2025-12-31,2025-12-31,1
IBGL,2026-01-06,2026-01-06,1
ICUCW,2025-10-17,2025-10-17,1
ICUCW,2025-10-29,2026-01-07,71
IEUS,2025-10-31,2025-10-31,1
IFLO,2025-11-14,2025-11-14,1
IFLO,2025-11-25,2025-11-28,4
IFLO,2025-12-02,2025-12-08,7
IFLO,2025-12-22,2025-12-22,1
IFLO,2025-12-30,2025-12-30,1
IFLO,2026-01-05,2026-01-07,3
IGACR,2025-12-24,2025-12-26,3
IGACU,2025-12-12,2025-12-12,1
IGACU,2025-12-18,2025-12-18,1
IGACU,2025-12-24,2025-12-24,1
IINNW,2025-10-16,2025-10-17,2
IINNW,2025-10-21,2026-01-08,80
IMPPP,2025-10-17,2025-10-17,1
IMPPP,2025-10-31,2025-10-31,1
IMPPP,2025-11-04,2025-11-06,3
IMPPP,2025-11-17,2025-11-18,2
IMPPP,2025-11-25,2025-11-26,2
IMPPP,2025-12-04,2025-12-04,1
IMPPP,2025-12-08,2025-12-08,1
IMPPP,2025-12-17,2025-12-17,1
IMPPP,2025-12-31,2025-12-31,1
IMPPP,2026-01-05,2026-01-05,1
INAC,2025-10-20,2025-10-28,9
INAC,2025-11-03,2025-11-03,1
INAC,2025-11-21,2025-11-21,1
INAC,2025-11-25,2025-11-28,4
INAC,2025-12-02,2025-12-03,2
INAC,2025-12-08,2025-12-11,4
INAC,2025-12-18,2025-12-19,2
INAC,2025-12-24,2025-12-26,3
INAC,2025-12-31,2026-01-07,8
INACR,2025-10-20,2025-10-23,4
INACR,2025-10-28,2025-10-30,3
INACR,2025-11-03,2025-11-03,1
INACR,2025-11-07,2025-11-07,1
INACR,2025-11-12,2025-11-12,1
INACR,2025-11-17,2025-11-17,1
INACR,2025-11-28,2025-11-28,1
INACR,2025-12-02,2025-12-02,1
INACR,2025-12-11,2025-12-11,1
INACR,2025-12-16,2025-12-26,11
INACR,2025-12-31,2026-01-06,7
INACU,2025-10-22,2025-10-29,8
INACU,2025-11-14,2025-11-17,4
INACU,2025-11-26,2025-12-04,9
INACU,2025-12-10,2025-12-12,3
INACU,2025-12-22,2025-12-23,2
INACU,2025-12-30,2026-01-02,4
INBKZ,2025-11-12,2025-11-12,1
INBKZ,2025-12-05,2025-12-05,1
INBKZ,2025-12-17,2025-12-17,1
INBKZ,2025-12-23,2025-12-24,2
IND,2025-12-15,2025-12-19,5
IND,2025-12-31,2026-01-02,3
IND,2026-01-06,2026-01-06,1
INDH,2025-10-17,2025-10-17,1
INDH,2025-10-23,2025-10-23,1
INDH,2025-10-27,2025-10-30,4
INDH,2025-11-03,2025-11-05,3
INDH,2025-11-10,2025-11-14,5
INDH,2025-11-20,2025-11-21,2
INDH,2025-11-26,2025-11-26,1
INDH,2025-12-03,2025-12-05,3
INDH,2025-12-15,2025-12-15,1
INDH,2025-12-24,2025-12-29,6
INFR,2025-10-22,2025-10-24,3
INFR,2025-10-28,2025-10-30,3
INFR,2025-11-03,2025-11-05,3
INFR,2025-11-12,2025-11-13,2
INFR,2025-11-17,2025-11-20,4
INFR,2025-11-24,2025-11-28,5
INFR,2025-12-02,2025-12-05,4
INFR,2025-12-16,2025-12-26,11
INFR,2025-12-30,2025-12-30,1
INRO,2025-10-23,2025-10-24,2
INRO,2025-11-03,2025-11-06,4
INTG,2025-11-28,2025-11-28,1
INTG,2025-12-11,2025-12-11,1
INVZW,2025-10-30,2026-01-08,71
IPCX,2025-10-31,2025-10-31,1
IPCX,2025-11-17,2025-11-17,1
IPCX,2025-12-05,2025-12-08,4
IPCXR,2025-10-24,2025-10-24,1
IPCXR,2025-10-28,2025-10-28,1
IPCXR,2025-11-10,2025-11-14,5
IPCXR,2025-11-18,2025-11-20,3
IPCXR,2025-11-26,2025-11-28,3
IPCXR,2025-12-02,2025-12-08,7
IPCXR,2025-12-18,2025-12-24,7
IPCXR,2025-12-29,2025-12-30,2
IPCXU,2025-10-21,2025-10-24,4
IPCXU,2025-10-28,2025-11-24,28
IPCXU,2025-11-28,2025-12-04,7
IPCXU,2025-12-08,2025-12-12,5
