Ticker,Entry,Exit,Days,Shares,P&L,R-Multiple,Return %,Exit Phases,Outcome
DRI,2007-08-03,2007-08-08,5,36,$-49.32,-1.32R,-3.07%,STOP,BIG_LOSS
DRIV,2008-06-18,2008-06-20,2,26,$2.73,+0.07R,+0.26%,"STOP_BE,TP1",SMALL_WIN
DRIV,2009-03-05,2009-03-09,4,28,$-6.30,-0.17R,-0.89%,"STOP_BE,TP1",SMALL_LOSS
DUK,2006-08-04,2006-08-09,5,71,$-76.68,-1.03R,-2.37%,STOP,BIG_LOSS
DUK,2008-09-08,2008-09-16,8,42,$-37.35,-1.00R,-1.66%,STOP,BIG_LOSS
DUK,2008-09-16,2008-09-17,1,29,$-57.42,-1.58R,-3.66%,STOP,BIG_LOSS
DUK,2008-09-18,2008-09-19,1,23,$-42.78,-1.15R,-3.34%,STOP,BIG_LOSS
DUK,2010-04-28,2010-04-30,2,55,$-8.91,-0.24R,-0.32%,"STOP_BE,TP1",SMALL_LOSS
DUK,2010-07-23,2010-08-11,19,43,$57.63,+1.55R,+2.64%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
DUK,2010-08-18,2010-08-19,1,46,$-37.46,-1.00R,-1.57%,STOP,BIG_LOSS
DVA,2006-07-17,2006-07-18,1,72,$-37.44,-1.00R,-2.10%,STOP,BIG_LOSS
DVA,2008-07-28,2008-08-21,24,47,$53.48,+1.44R,+4.05%,"RUNNER_STOP,TP1,TP2",WIN
DVA,2009-02-05,2009-02-06,1,46,$-37.23,-1.00R,-3.36%,STOP,BIG_LOSS
ECL,2006-02-01,2006-02-03,2,187,$-122.45,-0.82R,-1.83%,"STOP_BE,TP1",BIG_LOSS
ECL,2006-05-19,2006-05-22,3,63,$-37.13,-1.00R,-1.55%,STOP,BIG_LOSS
ECL,2006-06-01,2006-06-08,7,145,$-149.92,-1.00R,-2.70%,STOP,BIG_LOSS
ECL,2006-06-08,2006-06-13,5,51,$-37.23,-1.00R,-1.91%,STOP,BIG_LOSS
ECL,2006-06-27,2006-06-28,1,50,$-44.50,-1.19R,-2.18%,STOP,BIG_LOSS
ECL,2006-06-30,2006-09-05,67,122,$277.09,+1.85R,+5.60%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
ECL,2007-05-15,2007-05-30,15,126,$-149.85,-1.00R,-2.70%,STOP,BIG_LOSS
ECL,2007-12-03,2007-12-18,15,31,$26.90,+0.73R,+1.75%,"STOP_BE,TP1",SMALL_WIN
ECL,2008-02-27,2008-02-29,2,30,$-43.80,-1.18R,-3.03%,STOP,BIG_LOSS
ECL,2008-07-03,2008-07-07,4,33,$-36.84,-1.00R,-2.51%,STOP,BIG_LOSS
ECL,2008-09-08,2008-09-16,8,41,$-37.40,-1.00R,-1.94%,STOP,BIG_LOSS
ECL,2008-09-18,2008-09-19,1,21,$-35.88,-1.00R,-3.46%,STOP,BIG_LOSS
ECL,2008-10-01,2008-10-02,1,14,$-36.40,-1.04R,-5.31%,STOP,BIG_LOSS
ECL,2009-01-15,2009-01-20,5,30,$6.45,+0.18R,+0.61%,"STOP_BE,TP1",SMALL_WIN
ECL,2009-06-26,2009-07-02,6,37,$0.14,+0.00R,+0.01%,"STOP_BE,TP1",SMALL_WIN
ECL,2009-08-21,2009-08-25,4,48,$-47.04,-1.28R,-2.28%,STOP,BIG_LOSS
ECL,2010-01-08,2010-01-22,14,187,$115.13,+1.02R,+1.36%,"STOP_BE,TP1",WIN
ECL,2010-04-08,2010-05-14,36,229,$471.42,+4.20R,+4.64%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
ECL,2010-07-27,2010-08-19,23,34,$-42.84,-1.17R,-2.61%,STOP,BIG_LOSS
ECL,2010-10-21,2010-10-26,5,151,$-341.26,-3.04R,-4.38%,STOP,BIG_LOSS
ECL,2011-04-18,2011-07-18,91,49,$148.08,+3.98R,+5.96%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
ECL,2011-08-23,2011-09-09,17,20,$52.98,+1.46R,+5.40%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
ECL,2011-11-28,2011-12-01,3,31,$25.38,+0.69R,+1.48%,"STOP_BE,TP1",SMALL_WIN
EG,2011-12-23,2011-12-28,5,20,$-12.00,-0.32R,-0.70%,"STOP_BE,TP1",SMALL_LOSS
EIX,2007-03-05,2007-06-05,92,31,$144.11,+3.88R,+9.81%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
EL,2011-05-09,2011-05-11,2,116,$-146.16,-1.30R,-2.46%,STOP,BIG_LOSS
EOG,2006-05-05,2006-05-12,7,62,$-159.65,-1.08R,-6.75%,"STOP_BE,TP1",BIG_LOSS
EOG,2006-11-29,2006-12-01,2,98,$-148.79,-1.00R,-4.21%,STOP,BIG_LOSS
EOG,2007-10-19,2007-10-22,3,37,$-37.21,-1.00R,-2.52%,STOP,BIG_LOSS
EOG,2009-01-06,2009-01-07,1,23,$-36.39,-1.00R,-4.45%,STOP,BIG_LOSS
EOG,2009-09-08,2009-10-26,48,34,$89.48,+2.40R,+7.15%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
EOG,2011-01-06,2011-02-11,36,138,$482.10,+4.31R,+7.53%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
EOG,2011-02-18,2011-03-01,11,89,$74.97,+0.67R,+1.55%,"STOP_BE,TP1",SMALL_WIN
EOG,2011-03-01,2011-03-02,1,22,$-36.13,-1.00R,-3.04%,STOP,BIG_LOSS
EOG,2011-03-02,2011-03-09,7,21,$-35.98,-1.00R,-3.15%,STOP,BIG_LOSS
EOG,2011-04-01,2011-04-06,5,70,$-125.30,-1.12R,-3.02%,STOP,BIG_LOSS
EQIX,2006-02-08,2006-02-09,1,113,$-149.64,-1.00R,-2.76%,STOP,BIG_LOSS
EQIX,2006-02-09,2006-02-13,4,48,$-109.44,-1.49R,-4.83%,STOP,BIG_LOSS
EQIX,2006-04-04,2006-04-05,1,47,$-148.91,-1.00R,-5.32%,STOP,BIG_LOSS
EQIX,2006-04-05,2006-05-19,44,22,$47.31,+0.64R,+3.70%,"STOP_BE,TP1",SMALL_WIN
EQIX,2006-06-30,2006-07-06,6,19,$-38.73,-0.54R,-3.72%,"STOP_BE,TP1",BIG_LOSS
EQIX,2006-08-03,2006-08-07,4,11,$-14.05,-0.38R,-2.53%,"STOP_BE,TP1",SMALL_LOSS
EQIX,2007-03-27,2007-05-01,35,38,$-149.71,-1.00R,-4.57%,STOP,BIG_LOSS
EQIX,2007-06-26,2007-07-25,29,15,$45.73,+1.26R,+3.52%,"STOP_BE,TP1",WIN
EQIX,2007-08-07,2007-08-10,3,10,$29.19,+0.80R,+3.18%,"STOP_BE,TP1",SMALL_WIN
EQIX,2007-09-24,2007-10-25,31,15,$110.84,+2.07R,+8.21%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
EQIX,2007-12-21,2008-01-04,14,23,$-163.07,-1.47R,-6.97%,STOP,BIG_LOSS
EQIX,2008-05-29,2008-06-09,11,32,$82.35,+0.75R,+2.74%,"STOP_BE,TP1",SMALL_WIN
EQIX,2008-07-23,2008-07-24,1,8,$-34.00,-1.00R,-4.59%,STOP,BIG_LOSS
EQIX,2008-07-24,2008-07-28,4,8,$-58.88,-1.58R,-7.94%,STOP,BIG_LOSS
EQIX,2009-05-06,2009-05-07,1,10,$-38.80,-1.05R,-5.54%,STOP,BIG_LOSS
EQIX,2009-06-08,2009-06-15,7,12,$-12.00,-0.33R,-1.39%,"STOP_BE,TP1",SMALL_LOSS
EQIX,2009-06-30,2009-07-06,6,15,$-22.93,-0.62R,-2.10%,"STOP_BE,TP1",BIG_LOSS
EQIX,2009-10-06,2009-10-22,16,15,$59.31,+1.58R,+4.26%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
EQIX,2009-12-01,2010-01-12,42,15,$77.46,+2.15R,+5.18%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
EQIX,2010-04-26,2010-04-28,2,20,$-62.20,-1.12R,-3.01%,STOP,BIG_LOSS
EQIX,2010-05-13,2010-05-18,5,8,$-40.88,-1.15R,-5.03%,STOP,BIG_LOSS
EQIX,2010-08-06,2010-08-11,5,14,$-37.38,-1.05R,-2.86%,STOP,BIG_LOSS
EQIX,2010-09-23,2010-09-28,5,18,$26.81,+0.75R,+1.48%,"STOP_BE,TP1",SMALL_WIN
EQIX,2011-01-10,2011-01-20,10,60,$-111.94,-1.00R,-2.17%,STOP,BIG_LOSS
EQIX,2011-01-24,2011-01-31,7,50,$84.92,+0.76R,+1.91%,"STOP_BE,TP1",SMALL_WIN
EQIX,2011-02-08,2011-02-10,2,21,$-54.21,-1.00R,-2.86%,STOP,BIG_LOSS
EQIX,2011-02-10,2011-02-17,7,9,$-26.06,-1.00R,-3.14%,STOP,BIG_LOSS
EQIX,2011-03-30,2011-05-23,54,28,$200.08,+3.62R,+7.85%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
EQIX,2011-06-21,2011-07-01,10,50,$-110.93,-1.00R,-2.23%,STOP,BIG_LOSS
EQIX,2011-07-06,2011-07-12,6,50,$-111.57,-1.00R,-2.16%,STOP,BIG_LOSS
EQIX,2011-10-26,2011-11-01,6,12,$-53.16,-1.53R,-4.55%,STOP,BIG_LOSS
EQIX,2011-11-11,2011-12-14,33,9,$13.99,+0.39R,+1.57%,"STOP_BE,TP1",SMALL_WIN
EQT,2008-03-10,2008-03-17,7,22,$-55.44,-1.48R,-4.03%,STOP,BIG_LOSS
EQT,2011-09-21,2011-09-22,1,13,$-42.77,-1.18R,-5.43%,STOP,BIG_LOSS
EVRG,2011-09-21,2011-09-22,1,75,$-37.23,-1.00R,-1.87%,STOP,BIG_LOSS
FAST,2009-04-14,2009-04-16,2,152,$3.04,+0.08R,+0.46%,"STOP_BE,TP1",SMALL_WIN
FDS,2009-02-17,2009-02-18,1,25,$-37.18,-1.00R,-3.55%,STOP,BIG_LOSS
FFIV,2009-09-02,2009-09-24,22,31,$79.99,+2.20R,+7.28%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
FORM,2008-04-09,2008-04-15,6,37,$19.80,+0.53R,+2.83%,"STOP_BE,TP1",SMALL_WIN
FOSL,2009-02-17,2009-02-23,6,52,$27.56,+0.74R,+4.22%,"STOP_BE,TP1",SMALL_WIN
GE,2006-03-30,2006-04-07,8,30,$-148.80,-1.00R,-1.79%,STOP,BIG_LOSS
GE,2006-06-08,2006-06-09,1,10,$-40.00,-1.14R,-1.45%,STOP,BIG_LOSS
GE,2006-09-26,2006-11-02,37,29,$-169.36,-1.16R,-2.06%,STOP,BIG_LOSS
GE,2007-04-27,2007-07-10,74,13,$158.98,+2.19R,+4.15%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
GE,2009-09-08,2009-09-14,6,11,$14.80,+0.41R,+1.16%,"STOP_BE,TP1",SMALL_WIN
GE,2010-01-07,2010-01-21,14,11,$2.96,+0.11R,+0.21%,"STOP_BE,TP1",SMALL_WIN
GE,2010-03-12,2010-04-27,46,46,$366.00,+3.28R,+5.84%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
GE,2010-12-07,2011-01-19,43,41,$220.69,+2.00R,+3.95%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
GE,2011-01-21,2011-02-22,32,8,$45.09,+1.62R,+3.57%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
GE,2011-10-21,2011-10-25,4,9,$0.88,+0.02R,+0.07%,"STOP_BE,TP1",SMALL_WIN
GILD,2008-10-17,2008-11-12,26,21,$22.29,+0.61R,+4.91%,"STOP_BE,TP1",SMALL_WIN
GME,2008-08-21,2008-09-04,14,66,$21.46,+0.58R,+2.99%,"STOP_BE,TP1",SMALL_WIN
GOOG,2006-02-01,2006-02-03,2,198,$-63.36,-0.42R,-3.19%,"STOP_BE,TP1",SMALL_LOSS
GOOG,2006-09-13,2006-09-19,6,328,$-74.85,-1.00R,-2.25%,STOP,BIG_LOSS
GOOG,2006-09-19,2006-12-18,90,259,$279.29,+3.73R,+10.68%,"PHASE3_SMA50_BREAK,TP1,TP2",BIG_WIN
GOOG,2007-01-04,2007-01-22,18,404,$103.67,+0.69R,+2.12%,"STOP_BE,TP1",SMALL_WIN
GOOG,2007-01-31,2007-02-01,1,367,$-183.50,-1.22R,-3.99%,STOP,BIG_LOSS
GOOG,2007-06-07,2007-06-12,5,150,$-39.00,-1.04R,-2.02%,STOP,BIG_LOSS
GOOG,2007-07-19,2007-07-20,1,276,$-198.72,-3.54R,-5.25%,STOP,BIG_LOSS
GOOG,2007-09-19,2007-11-09,51,173,$216.19,+5.79R,+9.14%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
GOOG,2009-01-23,2009-01-27,4,99,$-0.98,-0.03R,-0.12%,"STOP_BE,TP1",SMALL_LOSS
GOOG,2009-07-16,2009-07-17,1,145,$-44.95,-1.21R,-2.80%,STOP,BIG_LOSS
GOOG,2009-07-17,2009-07-21,4,145,$-5.10,-0.14R,-0.33%,"STOP_BE,TP1",SMALL_LOSS
GOOG,2009-08-20,2009-08-31,11,179,$25.94,+0.69R,+1.26%,"STOP_BE,TP1",SMALL_WIN
GOOG,2009-09-17,2009-09-30,13,184,$27.60,+0.74R,+1.22%,"STOP_BE,TP1",SMALL_WIN
GOOG,2009-10-07,2009-11-02,26,154,$79.42,+2.12R,+3.99%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
GOOG,2010-01-06,2010-01-07,1,612,$-220.32,-1.96R,-2.37%,STOP,BIG_LOSS
GOOG,2010-03-02,2010-03-24,22,513,$145.83,+1.30R,+2.10%,"STOP_BE,TP1",WIN
GOOG,2010-03-24,2010-04-16,23,374,$203.42,+1.81R,+3.90%,"RUNNER_STOP,TP1,TP2",WIN
GOOG,2010-07-15,2010-07-16,1,120,$-103.20,-2.77R,-6.96%,STOP,BIG_LOSS
GOOG,2010-10-14,2010-11-12,29,451,$568.42,+5.06R,+9.32%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
GOOG,2011-01-18,2011-01-19,1,292,$-58.40,-1.04R,-1.25%,STOP,BIG_LOSS
GOOG,2011-01-19,2011-01-20,1,537,$-112.39,-1.00R,-1.33%,STOP,BIG_LOSS
GOOG,2011-01-20,2011-01-21,1,253,$-93.61,-1.67R,-2.36%,STOP,BIG_LOSS
GOOG,2011-07-14,2011-08-04,21,121,$138.67,+3.71R,+8.67%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
GOOG,2011-10-13,2011-11-18,36,90,$72.38,+1.93R,+5.76%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
GPN,2006-06-15,2006-06-19,4,62,$-43.71,-1.17R,-2.88%,"STOP_BE,TP1",BIG_LOSS
GPN,2008-08-21,2008-09-05,15,51,$8.75,+0.24R,+0.73%,"STOP_BE,TP1",SMALL_WIN
GPN,2008-10-03,2008-10-06,3,30,$-37.31,-1.00R,-5.08%,STOP,BIG_LOSS
GPRE,2010-12-30,2011-01-03,4,64,$-8.00,-0.29R,-1.10%,"STOP_BE,TP1",SMALL_LOSS
GRMN,2011-12-14,2011-12-16,2,47,$-2.99,-0.08R,-0.17%,"STOP_BE,TP1",SMALL_LOSS
GS,2006-03-14,2006-05-12,59,8,$74.21,+1.99R,+6.22%,"PHASE3_SMA50_BREAK,TP1,TP2",WIN
GS,2006-09-12,2007-02-27,168,17,$300.51,+4.15R,+11.19%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
GS,2008-03-18,2008-03-19,1,3,$-28.72,-1.00R,-5.46%,STOP,BIG_LOSS
GS,2008-06-16,2008-06-18,2,5,$-5.30,-0.16R,-0.58%,"STOP_BE,TP1",SMALL_LOSS
GS,2009-04-14,2009-04-20,6,5,$11.84,+0.33R,+2.06%,"STOP_BE,TP1",SMALL_WIN
GS,2009-07-13,2009-08-10,28,8,$79.14,+2.18R,+6.63%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
GS,2009-10-14,2009-10-15,1,8,$-36.41,-1.00R,-2.37%,STOP,BIG_LOSS
GS,2010-09-03,2010-09-07,4,12,$-36.86,-1.00R,-2.09%,STOP,BIG_LOSS
GS,2011-10-18,2011-10-20,2,7,$-9.94,-0.27R,-1.39%,"STOP_BE,TP1",SMALL_LOSS
GS,2011-12-02,2011-12-13,11,9,$-0.77,-0.02R,-0.09%,"STOP_BE,TP1",SMALL_LOSS
GWW,2008-10-14,2008-10-15,1,6,$-49.14,-1.41R,-9.82%,STOP,BIG_LOSS
HAIN,2011-05-27,2011-06-02,6,80,$-51.20,-1.37R,-3.56%,STOP,BIG_LOSS
HAIN,2011-08-24,2011-09-06,13,43,$-37.01,-1.00R,-5.42%,STOP,BIG_LOSS
HAIN,2011-11-22,2011-11-23,1,74,$-45.14,-1.21R,-3.34%,STOP,BIG_LOSS
HD,2007-07-10,2007-07-20,10,44,$-37.84,-1.01R,-2.14%,STOP,BIG_LOSS
HD,2008-01-16,2008-01-18,2,37,$-2.76,-0.08R,-0.28%,"STOP_BE,TP1",SMALL_LOSS
HD,2008-02-26,2008-02-28,2,34,$-17.68,-0.48R,-1.80%,"STOP_BE,TP1",SMALL_LOSS
HD,2008-05-01,2008-05-05,4,131,$-16.75,-0.15R,-0.43%,"STOP_BE,TP1",SMALL_LOSS
HD,2009-08-13,2009-08-14,1,63,$-36.94,-1.00R,-2.12%,STOP,BIG_LOSS
HD,2009-08-18,2009-08-20,2,50,$-10.75,-0.29R,-0.80%,"STOP_BE,TP1",SMALL_LOSS
HD,2010-02-23,2010-05-06,72,63,$123.19,+3.31R,+6.36%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
HD,2010-08-17,2010-08-19,2,55,$12.33,+0.33R,+0.79%,"STOP_BE,TP1",SMALL_WIN
HD,2010-11-16,2010-11-17,1,58,$-51.04,-1.38R,-2.78%,STOP,BIG_LOSS
HD,2011-02-22,2011-02-23,1,61,$-48.19,-1.31R,-2.07%,STOP,BIG_LOSS
HON,2006-04-27,2006-05-22,25,85,$-149.99,-1.00R,-4.13%,STOP,BIG_LOSS
HON,2006-12-01,2006-12-12,11,180,$-149.46,-1.00R,-1.96%,STOP,BIG_LOSS
HON,2007-07-12,2007-07-26,14,112,$-113.12,-1.01R,-1.69%,STOP,BIG_LOSS
HON,2007-09-21,2007-10-19,28,48,$51.12,+0.91R,+1.83%,"STOP_BE,TP1",SMALL_WIN
HON,2009-01-26,2009-01-29,3,27,$2.49,+0.07R,+0.28%,"STOP_BE,TP1",SMALL_WIN
HON,2009-04-27,2009-04-29,2,28,$-12.04,-0.33R,-1.43%,"STOP_BE,TP1",SMALL_LOSS
HON,2009-08-24,2009-08-26,2,42,$2.10,+0.06R,+0.13%,"STOP_BE,TP1",SMALL_WIN
HON,2009-12-16,2009-12-17,1,45,$-37.35,-1.01R,-2.06%,STOP,BIG_LOSS
HON,2010-01-07,2010-01-21,14,188,$40.42,+0.36R,+0.52%,"STOP_BE,TP1",SMALL_WIN
HON,2011-01-20,2011-02-22,33,59,$104.94,+1.87R,+3.26%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
HPQ,2011-11-18,2011-11-21,3,37,$-41.81,-1.14R,-4.04%,STOP,BIG_LOSS
IAC,2010-08-31,2010-10-01,31,68,$77.51,+2.08R,+4.60%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
IDCC,2008-12-03,2008-12-05,2,19,$-6.57,-0.18R,-1.44%,"STOP_BE,TP1",SMALL_LOSS
IFGL,2009-06-12,2009-06-15,3,60,$-43.80,-1.18R,-2.82%,STOP,BIG_LOSS
INTC,2007-09-10,2007-09-14,4,60,$-37.03,-1.00R,-2.43%,STOP,BIG_LOSS
INTC,2007-10-17,2007-10-22,5,79,$-55.69,-1.00R,-2.64%,STOP,BIG_LOSS
INTC,2010-04-14,2010-04-28,14,143,$-55.87,-1.00R,-1.66%,STOP,BIG_LOSS
INTC,2010-07-13,2010-07-15,2,59,$30.20,+0.81R,+2.44%,"STOP_BE,TP1",SMALL_WIN
INTC,2011-01-14,2011-01-20,6,194,$-55.98,-1.00R,-1.37%,STOP,BIG_LOSS
IP,2008-09-05,2008-09-17,12,36,$8.10,+0.22R,+0.79%,"STOP_BE,TP1",SMALL_WIN
IRM,2008-10-08,2008-10-09,1,23,$-45.54,-1.26R,-7.24%,STOP,BIG_LOSS
JACK,2011-05-23,2011-05-25,2,59,$-1.74,-0.05R,-0.14%,"STOP_BE,TP1",SMALL_LOSS
JAZZ,2011-08-10,2011-08-19,9,12,$-38.52,-1.07R,-8.53%,STOP,BIG_LOSS
JNJ,2007-12-12,2007-12-31,19,37,$-37.00,-1.01R,-1.49%,STOP,BIG_LOSS
JNJ,2008-03-17,2008-03-31,14,34,$28.12,+0.77R,+1.30%,"STOP_BE,TP1",SMALL_WIN
JNJ,2009-06-19,2009-06-23,4,40,$-33.40,-0.90R,-1.50%,"STOP_BE,TP1",BIG_LOSS
JNJ,2011-04-19,2011-05-20,31,50,$152.64,+4.11R,+4.87%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
JNJ,2011-08-15,2011-08-18,3,21,$-36.63,-1.00R,-2.70%,STOP,BIG_LOSS
JPM,2007-01-22,2007-02-27,36,144,$91.62,+0.61R,+1.28%,"STOP_BE,TP1",SMALL_WIN
JPM,2009-09-15,2009-10-01,16,29,$-1.04,-0.03R,-0.08%,"STOP_BE,TP1",SMALL_LOSS
JPM,2010-01-15,2010-01-20,5,58,$-56.05,-1.00R,-2.21%,STOP,BIG_LOSS
JPM,2011-01-07,2011-02-24,48,61,$154.58,+2.77R,+5.81%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
JPM,2011-10-13,2011-10-17,4,20,$-2.70,-0.07R,-0.43%,"STOP_BE,TP1",SMALL_LOSS
JPM,2011-12-02,2011-12-08,6,30,$16.05,+0.43R,+1.65%,"STOP_BE,TP1",SMALL_WIN
KO,2006-05-05,2006-06-14,40,432,$129.99,+0.87R,+1.41%,"STOP_BE,TP1",SMALL_WIN
KO,2006-07-18,2007-01-25,191,135,$157.20,+4.20R,+5.35%,"PHASE3_SMA50_BREAK,TP1,TP2",BIG_WIN
KO,2007-04-17,2007-05-22,35,116,$40.66,+0.55R,+1.36%,"STOP_BE,TP1",SMALL_WIN
KO,2007-10-17,2007-11-12,26,146,$122.58,+2.19R,+2.84%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
KO,2009-02-12,2009-02-17,5,55,$-32.21,-0.86R,-2.64%,"STOP_BE,TP1",BIG_LOSS
KO,2009-09-08,2009-10-21,43,84,$100.40,+2.71R,+4.74%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
KO,2009-12-10,2009-12-17,7,81,$-64.80,-1.74R,-2.73%,STOP,BIG_LOSS
KO,2011-03-01,2011-03-14,13,84,$-40.32,-1.09R,-1.48%,STOP,BIG_LOSS
KO,2011-04-14,2011-04-18,4,93,$-46.50,-1.24R,-1.46%,STOP,BIG_LOSS
LH,2010-08-20,2010-08-27,7,27,$-36.59,-1.00R,-1.79%,STOP,BIG_LOSS
LII,2008-02-06,2008-03-03,26,15,$8.89,+0.25R,+1.60%,"STOP_BE,TP1",SMALL_WIN
LIN,2006-06-02,2006-06-06,4,80,$-119.60,-0.81R,-2.70%,"STOP_BE,TP1",BIG_LOSS
LIN,2006-08-23,2006-09-11,19,98,$-149.94,-1.00R,-2.66%,STOP,BIG_LOSS
LIN,2006-11-02,2006-12-06,34,89,$83.05,+0.56R,+1.51%,"STOP_BE,TP1",SMALL_WIN
LIN,2007-02-09,2007-02-27,18,100,$-216.00,-1.44R,-3.39%,STOP,BIG_LOSS
LIN,2007-05-18,2007-05-30,12,90,$-149.85,-1.00R,-2.41%,STOP,BIG_LOSS
LIN,2007-09-18,2007-11-01,44,22,$102.53,+2.77R,+5.85%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
LIN,2008-07-23,2008-07-24,1,12,$-35.76,-1.02R,-3.12%,STOP,BIG_LOSS
LIN,2009-01-14,2009-01-20,6,15,$-1.32,-0.04R,-0.15%,"STOP_BE,TP1",SMALL_LOSS
LIN,2009-07-29,2009-10-01,64,17,$71.56,+1.99R,+5.73%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
LIN,2010-12-01,2011-01-06,36,24,$26.67,+0.73R,+1.19%,"STOP_BE,TP1",SMALL_WIN
LIN,2011-04-19,2011-04-27,8,22,$-37.21,-1.00R,-1.60%,STOP,BIG_LOSS
LIN,2011-04-27,2011-05-04,7,59,$-165.20,-1.47R,-2.64%,STOP,BIG_LOSS
LIN,2011-10-27,2011-10-31,4,14,$-54.74,-1.46R,-3.70%,STOP,BIG_LOSS
LLY,2007-07-26,2007-07-27,1,36,$-60.48,-1.64R,-2.96%,STOP,BIG_LOSS
LLY,2009-06-25,2009-06-26,1,39,$-36.63,-1.00R,-2.66%,STOP,BIG_LOSS
LLY,2010-06-24,2010-06-25,1,71,$-38.34,-1.04R,-1.57%,STOP,BIG_LOSS
LLY,2010-10-18,2010-10-19,1,259,$-157.99,-1.40R,-1.60%,STOP,BIG_LOSS
LLY,2011-04-14,2011-04-18,4,101,$6.37,+0.17R,+0.18%,"STOP_BE,TP1",SMALL_WIN
LLY,2011-04-18,2011-05-25,37,95,$133.16,+3.58R,+3.94%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
LLY,2011-07-29,2011-08-01,3,54,$-37.49,-1.00R,-1.81%,STOP,BIG_LOSS
LLY,2011-12-06,2011-12-08,2,52,$14.82,+0.40R,+0.73%,"STOP_BE,TP1",SMALL_WIN
LMT,2011-11-28,2011-11-29,1,23,$-37.42,-1.00R,-2.09%,STOP,BIG_LOSS
LOW,2008-01-18,2008-01-22,4,43,$-37.47,-1.00R,-3.93%,STOP,BIG_LOSS
LOW,2008-02-25,2008-03-03,7,42,$-14.70,-0.39R,-1.43%,"STOP_BE,TP1",SMALL_LOSS
LOW,2009-09-23,2009-09-25,2,68,$-21.08,-0.57R,-1.44%,"STOP_BE,TP1",BIG_LOSS
LOW,2010-02-22,2010-03-25,31,196,$274.49,+2.44R,+6.07%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
LOW,2011-02-22,2011-02-23,1,71,$-37.02,-1.00R,-2.01%,STOP,BIG_LOSS
LOW,2011-10-07,2011-10-13,6,49,$12.48,+0.34R,+1.25%,"STOP_BE,TP1",SMALL_WIN
MA,2011-08-04,2011-08-08,4,34,$-104.04,-2.82R,-9.49%,STOP,BIG_LOSS
MA,2011-08-09,2011-08-10,1,24,$-45.84,-1.23R,-5.92%,STOP,BIG_LOSS
MAA,2010-08-31,2010-09-09,9,28,$28.91,+0.79R,+1.83%,"STOP_BE,TP1",SMALL_WIN
MCD,2006-06-29,2006-07-05,6,127,$2.52,+0.02R,+0.06%,"STOP_BE,TP1",SMALL_WIN
MCD,2006-07-17,2006-07-27,10,45,$-5.94,-0.16R,-0.38%,"STOP_BE,TP1",SMALL_LOSS
MCD,2006-09-08,2007-01-25,139,82,$240.36,+3.21R,+7.82%,"PHASE3_SMA50_BREAK,TP1,TP2",BIG_WIN
MCD,2007-07-02,2007-07-10,8,132,$-137.28,-1.23R,-2.02%,STOP,BIG_LOSS
MCD,2007-11-08,2007-11-09,1,35,$-37.10,-1.00R,-1.79%,STOP,BIG_LOSS
MCD,2007-11-12,2007-11-13,1,35,$-50.40,-1.35R,-2.46%,STOP,BIG_LOSS
MCD,2008-06-09,2008-06-18,9,29,$-36.29,-1.00R,-2.11%,STOP,BIG_LOSS
